route_id,source_airport_id,destination_airport_id,distance
31,3179,4029,76.7223207039
32,3253,3250,2.5577919113
32,3250,3316,20.9329460909
32,3316,3308,5.4216716414
32,3308,3179,3.43106092689
32,3179,4029,76.7223207039
33,3253,3240,9.79743990773
33,3240,3940,5.73030158111
33,3940,5,32.0605398671
33,5,5422,3.23274142679
33,5422,5980,0
34,3253,3240,9.79743990773
34,3240,8401,4.93953497804
34,8401,3940,1.10971292367
34,3940,5,32.0605398671
34,5,5422,3.23274142679
34,5422,5980,0
35,3253,3240,9.79743990773
35,3240,3940,5.73030158111
35,3940,5,32.0605398671
35,5,5423,1.26255623439
35,5423,5422,2.52418867533
35,5422,5980,0
36,3253,3240,9.79743990773
36,3240,3940,5.73030158111
36,3940,5,32.0605398671
36,5,5984,0
37,3253,3240,9.79743990773
37,3240,8401,4.93953497804
37,8401,3940,1.10971292367
37,3940,5,32.0605398671
37,5,5984,0
38,3253,3240,9.79743990773
38,3240,3940,5.73030158111
38,3940,5,32.0605398671
38,5,5423,1.26255623439
38,5423,5984,0
39,3253,3250,2.5577919113
39,3250,3316,20.9329460909
39,3316,346,103.497038203
39,346,344,5.27933908529
40,3253,3250,2.5577919113
40,3250,3316,20.9329460909
40,3316,2188,54.1864665177
40,2188,346,49.3226563953
40,346,344,5.27933908529
41,3253,3250,2.5577919113
41,3250,3316,20.9329460909
41,3316,3144,26.5160697642
41,3144,2188,27.6705449765
41,2188,346,49.3226563953
41,346,344,5.27933908529
42,3253,3250,2.5577919113
42,3250,3316,20.9329460909
42,3316,346,103.497038203
42,346,345,5.81480024429
43,3253,3250,2.5577919113
43,3250,3316,20.9329460909
43,3316,2188,54.1864665177
43,2188,345,55.1329154664
44,3253,3250,2.5577919113
44,3250,3316,20.9329460909
44,3316,3144,26.5160697642
44,3144,2188,27.6705449765
44,2188,345,55.1329154664
45,3253,3250,2.5577919113
45,3250,3316,20.9329460909
45,3316,346,103.497038203
46,3253,3250,2.5577919113
46,3250,3316,20.9329460909
46,3316,2188,54.1864665177
46,2188,346,49.3226563953
47,3253,3250,2.5577919113
47,3250,3316,20.9329460909
47,3316,3144,26.5160697642
47,3144,2188,27.6705449765
47,2188,346,49.3226563953
48,3253,3250,2.5577919113
48,3250,3316,20.9329460909
48,3316,1701,84.9836373801
48,1701,347,19.6775528292
49,3253,3250,2.5577919113
49,3250,3316,20.9329460909
49,3316,3304,2.67652517659
49,3304,1701,82.3126532613
49,1701,347,19.6775528292
50,3253,3250,2.5577919113
50,3250,3316,20.9329460909
50,3316,2997,35.8258173146
50,2997,1701,49.1913226096
50,1701,347,19.6775528292
51,3253,3250,2.5577919113
51,3250,3316,20.9329460909
51,3316,340,107.124612717
52,3253,3250,2.5577919113
52,3250,3316,20.9329460909
52,3316,346,103.497038203
52,346,340,3.62774690351
53,3253,3250,2.5577919113
53,3250,3316,20.9329460909
53,3316,3144,26.5160697642
53,3144,340,80.6138184201
54,3253,3250,2.5577919113
54,3250,3316,20.9329460909
54,3316,346,103.497038203
54,346,341,5.57806952512
55,3253,3250,2.5577919113
55,3250,3316,20.9329460909
55,3316,2188,54.1864665177
55,2188,346,49.3226563953
55,346,341,5.57806952512
56,3253,3250,2.5577919113
56,3250,3316,20.9329460909
56,3316,3144,26.5160697642
56,3144,2188,27.6705449765
56,2188,346,49.3226563953
56,346,341,5.57806952512
57,3253,3250,2.5577919113
57,3250,3316,20.9329460909
57,3316,1701,84.9836373801
57,1701,342,22.683548452
58,3253,3250,2.5577919113
58,3250,3316,20.9329460909
58,3316,1701,84.9836373801
58,1701,1489,11.5286132726
58,1489,342,11.1549966031
59,3253,3250,2.5577919113
59,3250,3316,20.9329460909
59,3316,3304,2.67652517659
59,3304,1701,82.3126532613
59,1701,342,22.683548452
60,3253,3250,2.5577919113
60,3250,3316,20.9329460909
60,3316,3304,2.67652517659
60,3304,2074,65.7281401034
60,2074,210,38.4554148254
60,210,3998,2.90012836726
61,3253,3250,2.5577919113
61,3250,3316,20.9329460909
61,3316,2072,67.9498818753
61,2072,210,38.950022867
61,210,3998,2.90012836726
62,3253,3250,2.5577919113
62,3250,3316,20.9329460909
62,3316,2072,67.9498818753
62,2072,1157,28.222618359
62,1157,210,10.7282686196
62,210,3998,2.90012836726
63,3253,3250,2.5577919113
63,3250,3316,20.9329460909
63,3316,609,106.243188994
63,609,9,64.3838776438
63,9,3997,2.68707787482
64,3253,3250,2.5577919113
64,3250,3316,20.9329460909
64,3316,3304,2.67652517659
64,3304,4330,60.1951328661
64,4330,3964,8.24814088595
64,3964,679,26.3315513042
64,679,609,8.99956003801
64,609,9,64.3838776438
64,9,3997,2.68707787482
65,3253,3250,2.5577919113
65,3250,3316,20.9329460909
65,3316,3304,2.67652517659
65,3304,2206,41.0457518116
65,2206,4330,19.150114863
65,4330,3964,8.24814088595
65,3964,679,26.3315513042
65,679,609,8.99956003801
65,609,9,64.3838776438
65,9,3997,2.68707787482
66,3253,3250,2.5577919113
66,3250,3316,20.9329460909
66,3316,609,106.243188994
66,609,9,64.3838776438
66,9,3995,2.25757394004
67,3253,3250,2.5577919113
67,3250,3316,20.9329460909
67,3316,3304,2.67652517659
67,3304,4330,60.1951328661
67,4330,3964,8.24814088595
67,3964,679,26.3315513042
67,679,609,8.99956003801
67,609,9,64.3838776438
67,9,3995,2.25757394004
68,3253,3250,2.5577919113
68,3250,3316,20.9329460909
68,3316,3304,2.67652517659
68,3304,2206,41.0457518116
68,2206,4330,19.150114863
68,4330,3964,8.24814088595
68,3964,679,26.3315513042
68,679,609,8.99956003801
68,609,9,64.3838776438
68,9,3995,2.25757394004
69,3253,3250,2.5577919113
69,3250,3919,8.51184967035
69,3919,3920,4.64431637261
69,3920,3271,1.13974169469
69,3271,3269,2.63225435976
69,3269,2397,9.90755426056
69,2397,3994,5.61115903145
70,3253,3250,2.5577919113
70,3250,3919,8.51184967035
70,3919,3920,4.64431637261
70,3920,3271,1.13974169469
70,3271,3269,2.63225435976
70,3269,2433,4.67018231586
70,2433,2397,5.27555010313
70,2397,3994,5.61115903145
71,3253,3250,2.5577919113
71,3250,3919,8.51184967035
71,3919,3920,4.64431637261
71,3920,3271,1.13974169469
71,3271,4141,1.58224520924
71,4141,3269,2.00832387376
71,3269,2397,9.90755426056
71,2397,3994,5.61115903145
72,3253,3250,2.5577919113
72,3250,3316,20.9329460909
72,3316,1701,84.9836373801
72,1701,348,19.595323445
73,3253,3250,2.5577919113
73,3250,3316,20.9329460909
73,3316,3304,2.67652517659
73,3304,1701,82.3126532613
73,1701,348,19.595323445
74,3253,3250,2.5577919113
74,3250,3316,20.9329460909
74,3316,1701,84.9836373801
74,1701,1613,14.1712020627
74,1613,348,5.45504084207
75,3253,3250,2.5577919113
75,3250,3919,8.51184967035
75,3919,3920,4.64431637261
75,3920,3271,1.13974169469
75,3271,3269,2.63225435976
75,3269,2397,9.90755426056
75,2397,3992,24.4760483914
76,3253,3250,2.5577919113
76,3250,3919,8.51184967035
76,3919,3920,4.64431637261
76,3920,3271,1.13974169469
76,3271,3269,2.63225435976
76,3269,2433,4.67018231586
76,2433,2397,5.27555010313
76,2397,3992,24.4760483914
77,3253,3250,2.5577919113
77,3250,3919,8.51184967035
77,3919,3920,4.64431637261
77,3920,3271,1.13974169469
77,3271,4141,1.58224520924
77,4141,3269,2.00832387376
77,3269,2397,9.90755426056
77,2397,3992,24.4760483914
78,3253,3250,2.5577919113
78,3250,3919,8.51184967035
78,3919,3920,4.64431637261
78,3920,3271,1.13974169469
78,3271,3269,2.63225435976
78,3269,3370,17.6708001766
78,3370,7519,5.41709170836
79,3253,3250,2.5577919113
79,3250,3919,8.51184967035
79,3919,3920,4.64431637261
79,3920,3271,1.13974169469
79,3271,3269,2.63225435976
79,3269,3077,16.5104441461
79,3077,3370,1.24636450747
79,3370,7519,5.41709170836
80,3253,3250,2.5577919113
80,3250,3919,8.51184967035
80,3919,3920,4.64431637261
80,3920,3271,1.13974169469
80,3271,4141,1.58224520924
80,4141,3269,2.00832387376
80,3269,3370,17.6708001766
80,3370,7519,5.41709170836
81,3253,3240,9.79743990773
81,3240,3940,5.73030158111
81,3940,3320,42.2788887438
81,3320,3990,6.24107985178
82,3253,3240,9.79743990773
82,3240,8401,4.93953497804
82,8401,3940,1.10971292367
82,3940,3320,42.2788887438
82,3320,3990,6.24107985178
83,3253,3240,9.79743990773
83,3240,3940,5.73030158111
83,3940,3999,16.1321886596
83,3999,3320,26.8086508846
83,3320,3990,6.24107985178
84,3253,3250,2.5577919113
84,3250,3919,8.51184967035
84,3919,3920,4.64431637261
84,3920,3271,1.13974169469
84,3271,3269,2.63225435976
84,3269,2397,9.90755426056
84,2397,3728,81.3415163206
84,3728,3731,42.3028752976
84,3731,3689,1.61413809732
85,3253,3250,2.5577919113
85,3250,3919,8.51184967035
85,3919,3920,4.64431637261
85,3920,3271,1.13974169469
85,3271,3269,2.63225435976
85,3269,2433,4.67018231586
85,2433,2397,5.27555010313
85,2397,3728,81.3415163206
85,3728,3731,42.3028752976
85,3731,3689,1.61413809732
86,3253,3250,2.5577919113
86,3250,3919,8.51184967035
86,3919,3920,4.64431637261
86,3920,3271,1.13974169469
86,3271,3269,2.63225435976
86,3269,2397,9.90755426056
86,2397,3484,122.128150389
86,3484,3731,1.71608603975
86,3731,3689,1.61413809732
87,3253,3250,2.5577919113
87,3250,3316,20.9329460909
87,3316,2983,52.8923838091
87,2983,6150,2.29185869739
88,3253,3250,2.5577919113
88,3250,3316,20.9329460909
88,3316,3304,2.67652517659
88,3304,2983,50.3470559646
88,2983,6150,2.29185869739
89,3253,3250,2.5577919113
89,3250,3316,20.9329460909
89,3316,3093,38.2602663222
89,3093,2983,14.9081814943
89,2983,6150,2.29185869739
90,3253,3250,2.5577919113
90,3250,3316,20.9329460909
90,3316,2983,52.8923838091
90,2983,6151,9.73597048292
91,3253,3250,2.5577919113
91,3250,3316,20.9329460909
91,3316,3304,2.67652517659
91,3304,2983,50.3470559646
91,2983,6151,9.73597048292
92,3253,3250,2.5577919113
92,3250,3316,20.9329460909
92,3316,3093,38.2602663222
92,3093,2983,14.9081814943
92,2983,6151,9.73597048292
93,3253,3250,2.5577919113
93,3250,3316,20.9329460909
93,3316,2983,52.8923838091
93,2983,6152,8.64565937271
94,3253,3250,2.5577919113
94,3250,3316,20.9329460909
94,3316,3304,2.67652517659
94,3304,2983,50.3470559646
94,2983,6152,8.64565937271
95,3253,3250,2.5577919113
95,3250,3316,20.9329460909
95,3316,3093,38.2602663222
95,3093,2983,14.9081814943
95,2983,6152,8.64565937271
96,3253,3250,2.5577919113
96,3250,3316,20.9329460909
96,3316,2983,52.8923838091
96,2983,6153,4.14304108909
97,3253,3250,2.5577919113
97,3250,3316,20.9329460909
97,3316,3304,2.67652517659
97,3304,2983,50.3470559646
97,2983,6153,4.14304108909
98,3253,3250,2.5577919113
98,3250,3316,20.9329460909
98,3316,3093,38.2602663222
98,3093,2983,14.9081814943
98,2983,6153,4.14304108909
99,3253,3250,2.5577919113
99,3250,3316,20.9329460909
99,3316,2983,52.8923838091
99,2983,6154,4.43351411618
100,3253,3250,2.5577919113
100,3250,3316,20.9329460909
100,3316,3304,2.67652517659
100,3304,2983,50.3470559646
100,2983,6154,4.43351411618
101,3253,3250,2.5577919113
101,3250,3316,20.9329460909
101,3316,3093,38.2602663222
101,3093,2983,14.9081814943
101,2983,6154,4.43351411618
102,3253,3250,2.5577919113
102,3250,3316,20.9329460909
102,3316,3304,2.67652517659
102,3304,4330,60.1951328661
102,4330,3964,8.24814088595
102,3964,2964,8.60021998918
102,2964,6156,4.58711745489
103,3253,3250,2.5577919113
103,3250,3316,20.9329460909
103,3316,3304,2.67652517659
103,3304,2206,41.0457518116
103,2206,4330,19.150114863
103,4330,3964,8.24814088595
103,3964,2964,8.60021998918
103,2964,6156,4.58711745489
104,3253,3250,2.5577919113
104,3250,3316,20.9329460909
104,3316,2997,35.8258173146
104,2997,4330,27.1690181582
104,4330,3964,8.24814088595
104,3964,2964,8.60021998918
104,2964,6156,4.58711745489
105,3253,3250,2.5577919113
105,3250,3316,20.9329460909
105,3316,3179,8.82993658099
105,3179,2988,77.3430724776
105,2988,6157,3.96048982686
106,3253,3250,2.5577919113
106,3250,3316,20.9329460909
106,3316,3308,5.4216716414
106,3308,3179,3.43106092689
106,3179,2988,77.3430724776
106,2988,6157,3.96048982686
107,3253,3250,2.5577919113
107,3250,3316,20.9329460909
107,3316,3408,3.02453474591
107,3408,3308,2.51236443567
107,3308,3179,3.43106092689
107,3179,2988,77.3430724776
107,2988,6157,3.96048982686
108,3253,3250,2.5577919113
108,3250,3316,20.9329460909
108,3316,3179,8.82993658099
108,3179,2975,61.4180954274
108,2975,2989,11.0996408606
108,2989,6159,14.3872926721
109,3253,3250,2.5577919113
109,3250,3316,20.9329460909
109,3316,3308,5.4216716414
109,3308,3179,3.43106092689
109,3179,2975,61.4180954274
109,2975,2989,11.0996408606
109,2989,6159,14.3872926721
110,3253,3250,2.5577919113
110,3250,3316,20.9329460909
110,3316,3408,3.02453474591
110,3408,3308,2.51236443567
110,3308,3179,3.43106092689
110,3179,2975,61.4180954274
110,2975,2989,11.0996408606
110,2989,6159,14.3872926721
111,3253,3240,9.79743990773
111,3240,3940,5.73030158111
111,3940,3361,43.9506069463
111,3361,6794,2.4537493492
112,3253,3240,9.79743990773
112,3240,8401,4.93953497804
112,8401,3940,1.10971292367
112,3940,3361,43.9506069463
112,3361,6794,2.4537493492
113,3253,3250,2.5577919113
113,3250,3240,8.51834875744
113,3240,3940,5.73030158111
113,3940,3361,43.9506069463
113,3361,6794,2.4537493492
114,3253,3250,2.5577919113
114,3250,3919,8.51184967035
114,3919,3920,4.64431637261
114,3920,3271,1.13974169469
114,3271,3269,2.63225435976
114,3269,3077,16.5104441461
114,3077,3364,17.9706549597
114,3364,6954,9.51577430304
114,6954,6795,3.04162816974
115,3253,3250,2.5577919113
115,3250,3919,8.51184967035
115,3919,3920,4.64431637261
115,3920,3271,1.13974169469
115,3271,3269,2.63225435976
115,3269,3374,16.851629355
115,3374,6341,17.3361044566
115,6341,6954,9.82911189676
115,6954,6795,3.04162816974
116,3253,3250,2.5577919113
116,3250,3919,8.51184967035
116,3919,3920,4.64431637261
116,3920,3271,1.13974169469
116,3271,3269,2.63225435976
116,3269,3374,16.851629355
116,3374,3364,17.6600296908
116,3364,6954,9.51577430304
116,6954,6795,3.04162816974
117,3253,3240,9.79743990773
117,3240,3940,5.73030158111
117,3940,3361,43.9506069463
117,3361,6794,2.4537493492
117,6794,6792,2.19083077675
118,3253,3240,9.79743990773
118,3240,8401,4.93953497804
118,8401,3940,1.10971292367
118,3940,3361,43.9506069463
118,3361,6794,2.4537493492
118,6794,6792,2.19083077675
119,3253,3250,2.5577919113
119,3250,3240,8.51834875744
119,3240,3940,5.73030158111
119,3940,3361,43.9506069463
119,3361,6794,2.4537493492
119,6794,6792,2.19083077675
120,3253,3240,9.79743990773
120,3240,3940,5.73030158111
120,3940,3361,43.9506069463
120,3361,6793,2.12049734597
121,3253,3240,9.79743990773
121,3240,8401,4.93953497804
121,8401,3940,1.10971292367
121,3940,3361,43.9506069463
121,3361,6793,2.12049734597
122,3253,3250,2.5577919113
122,3250,3240,8.51834875744
122,3240,3940,5.73030158111
122,3940,3361,43.9506069463
122,3361,6793,2.12049734597
123,3253,3250,2.5577919113
123,3250,3316,20.9329460909
123,3316,3093,38.2602663222
123,3093,2048,15.9093975336
123,2048,4331,3.28565861063
123,4331,6790,11.1723192745
124,3253,3250,2.5577919113
124,3250,3316,20.9329460909
124,3316,3304,2.67652517659
124,3304,3093,35.6681818644
124,3093,2048,15.9093975336
124,2048,4331,3.28565861063
124,4331,6790,11.1723192745
125,3253,3250,2.5577919113
125,3250,3316,20.9329460909
125,3316,3093,38.2602663222
125,3093,2051,11.6327695271
125,2051,4331,7.80330750133
125,4331,6790,11.1723192745
126,3253,3250,2.5577919113
126,3250,3919,8.51184967035
126,3919,3920,4.64431637261
126,3920,3271,1.13974169469
126,3271,3269,2.63225435976
126,3269,2397,9.90755426056
126,2397,3728,81.3415163206
126,3728,3536,49.9004064939
126,3536,4027,3.07957755213
127,3253,3250,2.5577919113
127,3250,3919,8.51184967035
127,3919,3920,4.64431637261
127,3920,3271,1.13974169469
127,3271,3269,2.63225435976
127,3269,2397,9.90755426056
127,2397,3728,81.3415163206
127,3728,3748,39.4081390697
127,3748,3536,10.5241909331
127,3536,4027,3.07957755213
128,3253,3250,2.5577919113
128,3250,3919,8.51184967035
128,3919,3920,4.64431637261
128,3920,3271,1.13974169469
128,3271,3269,2.63225435976
128,3269,2433,4.67018231586
128,2433,2397,5.27555010313
128,2397,3728,81.3415163206
128,3728,3536,49.9004064939
128,3536,4027,3.07957755213
129,3253,3250,2.5577919113
129,3250,3919,8.51184967035
129,3919,3920,4.64431637261
129,3920,3271,1.13974169469
129,3271,3269,2.63225435976
129,3269,2397,9.90755426056
129,2397,2305,21.2811476235
129,2305,2334,5.12924992733
129,2334,2316,8.55338842051
130,3253,3250,2.5577919113
130,3250,3919,8.51184967035
130,3919,3920,4.64431637261
130,3920,3271,1.13974169469
130,3271,3269,2.63225435976
130,3269,2433,4.67018231586
130,2433,2397,5.27555010313
130,2397,2305,21.2811476235
130,2305,2334,5.12924992733
130,2334,2316,8.55338842051
131,3253,3250,2.5577919113
131,3250,3919,8.51184967035
131,3919,3920,4.64431637261
131,3920,3271,1.13974169469
131,3271,3269,2.63225435976
131,3269,2276,19.8295605865
131,2276,2308,12.2719154534
131,2308,2334,4.93663038463
131,2334,2316,8.55338842051
132,3253,3250,2.5577919113
132,3250,3919,8.51184967035
132,3919,3920,4.64431637261
132,3920,3271,1.13974169469
132,3271,3269,2.63225435976
132,3269,2397,9.90755426056
132,2397,2264,8.09627089705
132,2264,2384,8.14411950306
132,2384,2312,7.37611909365
133,3253,3250,2.5577919113
133,3250,3919,8.51184967035
133,3919,3920,4.64431637261
133,3920,3271,1.13974169469
133,3271,3269,2.63225435976
133,3269,2433,4.67018231586
133,2433,2397,5.27555010313
133,2397,2264,8.09627089705
133,2264,2384,8.14411950306
133,2384,2312,7.37611909365
134,3253,3250,2.5577919113
134,3250,3919,8.51184967035
134,3919,3920,4.64431637261
134,3920,3271,1.13974169469
134,3271,3269,2.63225435976
134,3269,2276,19.8295605865
134,2276,2384,6.5097419654
134,2384,2312,7.37611909365
135,3253,3250,2.5577919113
135,3250,3919,8.51184967035
135,3919,3920,4.64431637261
135,3920,3271,1.13974169469
135,3271,3269,2.63225435976
135,3269,2397,9.90755426056
135,2397,2264,8.09627089705
135,2264,2384,8.14411950306
135,2384,2313,7.0934474693
136,3253,3250,2.5577919113
136,3250,3919,8.51184967035
136,3919,3920,4.64431637261
